Area,Indicator,Source,Year,Value,obs_status.label
Hungary,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,39.8,Unknown
Hungary,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013-01-01,40.8,Unknown
Indonesia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Labour Force Survey,2022-01-01,31.7,Unknown
Indonesia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Labour Force Survey,2021-01-01,32.4,Unknown
Indonesia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Labour Force Survey,2020-01-01,32.6,Unknown
Indonesia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Labour Force Survey,2019-01-01,29.6,Unknown
Indonesia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Labour Force Survey,2017-01-01,27.5,Unknown
Indonesia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Labour Force Survey,2016-01-01,44.8,Unknown
Indonesia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Labour Force Survey,2015-01-01,22.4,Unknown
Indonesia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Labour Force Survey,2014-01-01,23.5,Unknown
Indonesia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Labour Force Survey,2013-01-01,21.6,Break in series
Isle of Man,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),PC - Population Census,2016-01-01,38.3,Unknown
India,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Periodic Labour Force Survey,2022-01-01,15.9,Unknown
India,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Periodic Labour Force Survey,2021-01-01,16.6,Unknown
India,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Periodic Labour Force Survey,2020-01-01,17.2,Unknown
India,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Periodic Labour Force Survey,2019-01-01,16.9,Unknown
India,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Periodic Labour Force Survey,2018-01-01,14.1,Unknown
Ireland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2022-01-01,38.2,Unknown
Ireland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2021-01-01,38.0,Break in series
Ireland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2020-01-01,36.3,Unknown
Ireland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2019-01-01,35.3,Unknown
Ireland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2018-01-01,36.0,Unknown
Ireland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2017-01-01,36.2,Break in series
Ireland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2016-01-01,36.2,Unknown
Ireland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2015-01-01,34.6,Unknown
Ireland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2014-01-01,33.7,Unknown
Ireland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2013-01-01,33.3,Unknown
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2022-01-01,18.4,Unknown
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021-01-01,19.0,Unknown
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020-01-01,18.0,Unknown
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,18.9,Unknown
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,20.5,Break in series
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,19.1,Unknown
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016-01-01,17.3,Unknown
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015-01-01,16.4,Unknown
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,18.2,Unknown
"Iran, Islamic Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013-01-01,15.2,Unknown
Iraq,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021-01-01,15.0,Unknown
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2022-01-01,39.6,Unknown
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2021-01-01,37.6,Break in series
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2020-01-01,38.6,Break in series
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2019-01-01,41.9,Unknown
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2018-01-01,41.5,Unknown
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2017-01-01,32.4,Unknown
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2016-01-01,34.2,Unknown
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2015-01-01,38.2,Unknown
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2014-01-01,37.2,Unknown
Iceland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2013-01-01,37.6,Unknown
Israel,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2022-01-01,31.8,Unknown
Israel,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021-01-01,29.0,Unknown
Israel,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020-01-01,28.0,Unknown
Israel,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,30.4,Unknown
Israel,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,33.9,Unknown
Israel,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,34.6,Unknown
Israel,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016-01-01,34.2,Unknown
Israel,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015-01-01,32.3,Unknown
Israel,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,32.9,Unknown
Israel,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013-01-01,32.7,Unknown
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2022-01-01,27.9,Unknown
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2021-01-01,28.6,Break in series
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2020-01-01,27.3,Unknown
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2019-01-01,27.8,Unknown
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2018-01-01,27.0,Unknown
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2017-01-01,27.5,Unknown
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2016-01-01,27.7,Unknown
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2015-01-01,26.6,Unknown
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2014-01-01,26.6,Unknown
Italy,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2013-01-01,27.0,Unknown
Jamaica,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021-01-01,59.9,Unknown
Jamaica,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,56.7,Unknown
Jamaica,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,63.9,Unknown
Jamaica,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013-01-01,64.0,Unknown
Jordan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2021-01-01,57.2,Unknown
Jordan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2020-01-01,60.3,Unknown
Jordan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2019-01-01,62.0,Unknown
Jordan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2018-01-01,58.6,Unknown
Jordan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2017-01-01,63.3,Break in series
Japan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2022-01-01,12.9,Unknown
Japan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021-01-01,13.2,Unknown
Japan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020-01-01,13.1,Unknown
Japan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,14.7,Unknown
Japan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,14.4,Unknown
Japan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,12.8,Unknown
Japan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016-01-01,13.3,Unknown
Japan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015-01-01,12.0,Unknown
Japan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,11.4,Unknown
Japan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013-01-01,10.9,Unknown
Kazakhstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Sample Survey of Employment,2022-01-01,40.8,Unknown
Kazakhstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Sample Survey of Employment,2020-01-01,41.1,Unknown
Kazakhstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Sample Survey of Employment,2017-01-01,37.0,Unknown
Kazakhstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Sample Survey of Employment,2015-01-01,37.1,Unknown
Kazakhstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Sample Survey of Employment,2013-01-01,38.3,Unknown
Kenya,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Budget Survey,2019-01-01,49.6,Unknown
Kyrgyzstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2021-01-01,42.8,Unknown
Kyrgyzstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2020-01-01,47.4,Unknown
Kyrgyzstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2019-01-01,40.9,Unknown
Kyrgyzstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2018-01-01,37.8,Break in series
Kyrgyzstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2017-01-01,34.2,Unknown
Kyrgyzstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2016-01-01,35.2,Unknown
Kyrgyzstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2015-01-01,36.1,Unknown
Kyrgyzstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2014-01-01,33.4,Unknown
Kyrgyzstan,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Employment and Unemployment Survey,2013-01-01,27.5,Unknown
Cambodia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,31.0,Break in series
Cambodia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Socio-Economic Survey,2021-01-01,29.2,Unknown
Cambodia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Socio-Economic Survey,2020-01-01,34.6,Unknown
Cambodia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Socio-Economic Survey,2017-01-01,24.1,Unknown
Cambodia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Socio-Economic Survey,2016-01-01,34.1,Unknown
Cambodia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Socio-Economic Survey,2015-01-01,29.5,Unknown
Cambodia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Socio-Economic Survey,2014-01-01,24.3,Unknown
Cambodia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Socio-Economic Survey,2013-01-01,28.5,Unknown
Kiribati,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Income and Expenditure Survey,2019-01-01,40.2,Unknown
Kiribati,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),PC - Population Census,2020-01-01,43.3,Unknown
Kiribati,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),PC - Population Census,2015-01-01,37.2,Unknown
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2022-01-01,14.6,Unknown
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2021-01-01,16.3,Unknown
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2020-01-01,15.6,Unknown
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2019-01-01,15.4,Unknown
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2018-01-01,14.5,Unknown
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2017-01-01,12.3,Unknown
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2016-01-01,9.8,Unknown
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2015-01-01,10.5,Break in series
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2014-01-01,11.1,Unknown
"Korea, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Economically Active Population Survey,2013-01-01,11.4,Unknown
Kosovo,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021-01-01,22.5,Unknown
Kosovo,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020-01-01,17.5,Break in series
Kosovo,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,16.2,Break in series
Kosovo,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,18.4,Unknown
Kosovo,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,15.4,Unknown
Kosovo,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016-01-01,13.6,Unknown
Kosovo,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015-01-01,12.6,Unknown
Kosovo,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,14.2,Unknown
Kosovo,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013-01-01,16.1,Unknown
Kuwait,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Sample Survey,2016-01-01,13.6,Unknown
Kuwait,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Sample Survey,2015-01-01,14.0,Unknown
Lao People's Democratic Republic,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,59.0,Break in series
Lebanon,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,21.2,Break in series
Liberia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,52.5,Break in series
Saint Lucia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2022-01-01,47.7,Unknown
Saint Lucia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021-01-01,53.2,Unknown
Saint Lucia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020-01-01,59.5,Unknown
Saint Lucia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,57.3,Unknown
Saint Lucia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,43.9,Unknown
Saint Lucia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,53.3,Break in series
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020-01-01,27.0,Unknown
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,27.2,Unknown
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,26.0,Unknown
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,27.6,Unknown
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016-01-01,28.4,Unknown
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015-01-01,25.9,Unknown
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,24.8,Unknown
Sri Lanka,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013-01-01,29.1,Unknown
Lesotho,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,33.8,Unknown
Lithuania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2022-01-01,38.6,Unknown
Lithuania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2021-01-01,37.0,Break in series
Lithuania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2020-01-01,37.9,Unknown
Lithuania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2019-01-01,39.2,Unknown
Lithuania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2018-01-01,39.2,Unknown
Lithuania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2017-01-01,39.3,Unknown
Lithuania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2016-01-01,39.4,Unknown
Lithuania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2015-01-01,39.6,Unknown
Lithuania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2014-01-01,38.6,Unknown
Lithuania,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2013-01-01,39.6,Unknown
Luxembourg,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2022-01-01,25.5,Unknown
Luxembourg,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2021-01-01,21.9,Break in series
Luxembourg,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2020-01-01,26.3,Unknown
Luxembourg,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2019-01-01,25.8,Unknown
Luxembourg,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2018-01-01,24.5,Unknown
Luxembourg,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2017-01-01,18.8,Unknown
Luxembourg,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2016-01-01,17.7,Unknown
Luxembourg,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2015-01-01,18.2,Break in series
Luxembourg,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2014-01-01,22.5,Unknown
Luxembourg,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2013-01-01,14.9,Unreliable
Latvia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2022-01-01,45.0,Unknown
Latvia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2021-01-01,45.9,Break in series
Latvia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2020-01-01,46.9,Unknown
Latvia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2019-01-01,45.8,Unknown
Latvia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2018-01-01,44.9,Unknown
Latvia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2017-01-01,46.3,Unknown
Latvia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2016-01-01,47.2,Unknown
Latvia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2015-01-01,44.3,Unknown
Latvia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2014-01-01,44.1,Unknown
Latvia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2013-01-01,43.8,Unknown
Morocco,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Employment Survey,2022-01-01,12.4,Unknown
Morocco,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Employment Survey,2021-01-01,15.2,Unknown
"Moldova, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2022-01-01,44.6,Unknown
"Moldova, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2021-01-01,44.6,Unknown
"Moldova, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020-01-01,42.2,Unknown
"Moldova, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019-01-01,45.7,Unknown
"Moldova, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018-01-01,40.3,Unknown
"Moldova, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017-01-01,41.5,Unknown
"Moldova, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016-01-01,46.6,Unknown
"Moldova, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015-01-01,48.5,Unknown
"Moldova, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2014-01-01,42.6,Unknown
"Moldova, Republic of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013-01-01,39.2,Unknown
Madagascar,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Survey on Employment and the Informal Sector,2015-01-01,31.8,Unknown
Maldives,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Income and Expenditure Survey,2019-01-01,18.7,Unknown
Maldives,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Income and Expenditure Survey,2016-01-01,19.6,Break in series
Maldives,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),PC - Population Census,2014-01-01,18.9,Unknown
Mexico,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Occupation and Employment Survey,2022-01-01,39.2,Unknown
Mexico,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Occupation and Employment Survey,2021-01-01,38.6,Unknown
Mexico,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Occupation and Employment Survey,2020-01-01,38.5,Break in series
Mexico,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Occupation and Employment Survey,2019-01-01,36.2,Unknown
Mexico,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Occupation and Employment Survey,2018-01-01,36.2,Unknown
Mexico,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Occupation and Employment Survey,2017-01-01,36.8,Unknown
Mexico,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Occupation and Employment Survey,2016-01-01,36.2,Unknown
Mexico,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Occupation and Employment Survey,2015-01-01,36.4,Unknown
Mexico,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Occupation and Employment Survey,2014-01-01,35.5,Unknown
Mexico,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Occupation and Employment Survey,2013-01-01,35.2,Unknown
Marshall Islands,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Income and Expenditure Survey,2019-01-01,33.3,Unknown
Marshall Islands,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),PC - Population Census,2021-01-01,33.3,Break in series
North Macedonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2022-01-01,28.5,Unknown
