country,gender,education_level,marital_status,year,employee_count_thousands
"Korea, Republic of",Female,(ISCED-11): 1. Primary education,Married,2016,303.605
"Korea, Republic of",Female,(ISCED-11): 1. Primary education,Widowed,2016,205.687
"Korea, Republic of",Female,(ISCED-11): 1. Primary education,Divorced or legally separated,2016,37.117
"Korea, Republic of",Female,(ISCED-11): 2. Lower secondary education,Single,2016,11.208
"Korea, Republic of",Female,(ISCED-11): 2. Lower secondary education,Married,2016,494.438
"Korea, Republic of",Female,(ISCED-11): 2. Lower secondary education,Widowed,2016,124.439
"Korea, Republic of",Female,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2016,65.007
"Korea, Republic of",Female,(ISCED-11): 3. Upper secondary education,Single,2016,480.213
"Korea, Republic of",Female,(ISCED-11): 3. Upper secondary education,Married,2016,2038.3
"Korea, Republic of",Female,(ISCED-11): 3. Upper secondary education,Widowed,2016,157.404
"Korea, Republic of",Female,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2016,299.134
"Korea, Republic of",Female,(ISCED-11): 5. Short-cycle tertiary education,Single,2016,758.497
"Korea, Republic of",Female,(ISCED-11): 5. Short-cycle tertiary education,Married,2016,651.335
"Korea, Republic of",Female,(ISCED-11): 5. Short-cycle tertiary education,Widowed,2016,10.567
"Korea, Republic of",Female,(ISCED-11): 5. Short-cycle tertiary education,Divorced or legally separated,2016,43.576
"Korea, Republic of",Female,(ISCED-11): 6. Bachelor's or equivalent level,Single,2016,1182.793
"Korea, Republic of",Female,(ISCED-11): 6. Bachelor's or equivalent level,Married,2016,1175.497
"Korea, Republic of",Female,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2016,20.333
"Korea, Republic of",Female,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2016,66.172
"Korea, Republic of",Female,(ISCED-11): 7. Master's or equivalent level,Single,2016,109.545
"Korea, Republic of",Female,(ISCED-11): 7. Master's or equivalent level,Married,2016,206.073
"Korea, Republic of",Female,(ISCED-11): 7. Master's or equivalent level,Widowed,2016,3.216
"Korea, Republic of",Female,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2016,11.386
"Korea, Republic of",Female,(ISCED-11): 8. Doctoral or equivalent level,Single,2016,10.596
"Korea, Republic of",Female,(ISCED-11): 8. Doctoral or equivalent level,Married,2016,38.114
"Korea, Republic of",Female,(ISCED-11): 8. Doctoral or equivalent level,Widowed,2016,0.681
"Korea, Republic of",Female,(ISCED-11): 8. Doctoral or equivalent level,Divorced or legally separated,2016,2.577
"Korea, Republic of",Male,(ISCED-11): X. No schooling,Single,2015,5.996
"Korea, Republic of",Male,(ISCED-11): X. No schooling,Married,2015,22.441
"Korea, Republic of",Male,(ISCED-11): X. No schooling,Widowed,2015,2.523
"Korea, Republic of",Male,(ISCED-11): X. No schooling,Divorced or legally separated,2015,4.207
"Korea, Republic of",Male,(ISCED-11): 1. Primary education,Single,2015,22.55
"Korea, Republic of",Male,(ISCED-11): 1. Primary education,Married,2015,249.515
"Korea, Republic of",Male,(ISCED-11): 1. Primary education,Widowed,2015,20.214
"Korea, Republic of",Male,(ISCED-11): 1. Primary education,Divorced or legally separated,2015,42.973
"Korea, Republic of",Male,(ISCED-11): 2. Lower secondary education,Single,2015,60.387
"Korea, Republic of",Male,(ISCED-11): 2. Lower secondary education,Married,2015,462.713
"Korea, Republic of",Male,(ISCED-11): 2. Lower secondary education,Widowed,2015,15.656
"Korea, Republic of",Male,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2015,58.919
"Korea, Republic of",Male,(ISCED-11): 3. Upper secondary education,Single,2015,811.437
"Korea, Republic of",Male,(ISCED-11): 3. Upper secondary education,Married,2015,2471.598
"Korea, Republic of",Male,(ISCED-11): 3. Upper secondary education,Widowed,2015,38.678
"Korea, Republic of",Male,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2015,215.04
"Korea, Republic of",Male,(ISCED-11): 5. Short-cycle tertiary education,Single,2015,781.313
"Korea, Republic of",Male,(ISCED-11): 5. Short-cycle tertiary education,Married,2015,946.194
"Korea, Republic of",Male,(ISCED-11): 5. Short-cycle tertiary education,Widowed,2015,8.809
"Korea, Republic of",Male,(ISCED-11): 5. Short-cycle tertiary education,Divorced or legally separated,2015,35.297
"Korea, Republic of",Male,(ISCED-11): 6. Bachelor's or equivalent level,Single,2015,1284.246
"Korea, Republic of",Male,(ISCED-11): 6. Bachelor's or equivalent level,Married,2015,2624.6
"Korea, Republic of",Male,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2015,11.282
"Korea, Republic of",Male,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2015,63.727
"Korea, Republic of",Male,(ISCED-11): 7. Master's or equivalent level,Single,2015,85.668
"Korea, Republic of",Male,(ISCED-11): 7. Master's or equivalent level,Married,2015,466.519
"Korea, Republic of",Male,(ISCED-11): 7. Master's or equivalent level,Widowed,2015,1.074
"Korea, Republic of",Male,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2015,3.85
"Korea, Republic of",Male,(ISCED-11): 8. Doctoral or equivalent level,Single,2015,14.423
"Korea, Republic of",Male,(ISCED-11): 8. Doctoral or equivalent level,Married,2015,148.07
"Korea, Republic of",Male,(ISCED-11): 8. Doctoral or equivalent level,Widowed,2015,1.769
"Korea, Republic of",Male,(ISCED-11): 8. Doctoral or equivalent level,Divorced or legally separated,2015,0.548
"Korea, Republic of",Female,(ISCED-11): X. No schooling,Single,2015,0.544
"Korea, Republic of",Female,(ISCED-11): X. No schooling,Married,2015,34.436
"Korea, Republic of",Female,(ISCED-11): X. No schooling,Widowed,2015,73.862
"Korea, Republic of",Female,(ISCED-11): X. No schooling,Divorced or legally separated,2015,5.187
"Korea, Republic of",Female,(ISCED-11): 1. Primary education,Single,2015,2.375
"Korea, Republic of",Female,(ISCED-11): 1. Primary education,Married,2015,320.408
"Korea, Republic of",Female,(ISCED-11): 1. Primary education,Widowed,2015,211.866
"Korea, Republic of",Female,(ISCED-11): 1. Primary education,Divorced or legally separated,2015,32.86
"Korea, Republic of",Female,(ISCED-11): 2. Lower secondary education,Single,2015,13.577
"Korea, Republic of",Female,(ISCED-11): 2. Lower secondary education,Married,2015,504.861
"Korea, Republic of",Female,(ISCED-11): 2. Lower secondary education,Widowed,2015,130.018
"Korea, Republic of",Female,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2015,73.04
"Korea, Republic of",Female,(ISCED-11): 3. Upper secondary education,Single,2015,434.583
"Korea, Republic of",Female,(ISCED-11): 3. Upper secondary education,Married,2015,2037.609
"Korea, Republic of",Female,(ISCED-11): 3. Upper secondary education,Widowed,2015,146.774
"Korea, Republic of",Female,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2015,274.33
"Korea, Republic of",Female,(ISCED-11): 5. Short-cycle tertiary education,Single,2015,770.977
"Korea, Republic of",Female,(ISCED-11): 5. Short-cycle tertiary education,Married,2015,614.587
"Korea, Republic of",Female,(ISCED-11): 5. Short-cycle tertiary education,Widowed,2015,12.527
"Korea, Republic of",Female,(ISCED-11): 5. Short-cycle tertiary education,Divorced or legally separated,2015,39.823
"Korea, Republic of",Female,(ISCED-11): 6. Bachelor's or equivalent level,Single,2015,1145.549
"Korea, Republic of",Female,(ISCED-11): 6. Bachelor's or equivalent level,Married,2015,1126.304
"Korea, Republic of",Female,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2015,17.644
"Korea, Republic of",Female,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2015,60.045
"Korea, Republic of",Female,(ISCED-11): 7. Master's or equivalent level,Single,2015,96.82
"Korea, Republic of",Female,(ISCED-11): 7. Master's or equivalent level,Married,2015,181.738
"Korea, Republic of",Female,(ISCED-11): 7. Master's or equivalent level,Widowed,2015,3.831
"Korea, Republic of",Female,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2015,7.934
"Korea, Republic of",Female,(ISCED-11): 8. Doctoral or equivalent level,Single,2015,10.44
"Korea, Republic of",Female,(ISCED-11): 8. Doctoral or equivalent level,Married,2015,32.112
"Korea, Republic of",Female,(ISCED-11): 8. Doctoral or equivalent level,Widowed,2015,1.083
"Korea, Republic of",Female,(ISCED-11): 8. Doctoral or equivalent level,Divorced or legally separated,2015,2.142
"Korea, Republic of",Male,(ISCED-11): X. No schooling,Single,2014,3.103
"Korea, Republic of",Male,(ISCED-11): X. No schooling,Married,2014,13.895
"Korea, Republic of",Male,(ISCED-11): X. No schooling,Widowed,2014,1.173
"Korea, Republic of",Male,(ISCED-11): X. No schooling,Divorced or legally separated,2014,3.092
"Korea, Republic of",Male,(ISCED-11): 1. Primary education,Single,2014,14.768
"Korea, Republic of",Male,(ISCED-11): 1. Primary education,Married,2014,169.674
"Korea, Republic of",Male,(ISCED-11): 1. Primary education,Widowed,2014,11.011
"Korea, Republic of",Male,(ISCED-11): 1. Primary education,Divorced or legally separated,2014,27.566
"Korea, Republic of",Male,(ISCED-11): 2. Lower secondary education,Single,2014,38.52
"Korea, Republic of",Male,(ISCED-11): 2. Lower secondary education,Married,2014,325.416
"Korea, Republic of",Male,(ISCED-11): 2. Lower secondary education,Widowed,2014,8.495
"Korea, Republic of",Male,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2014,44.988
"Korea, Republic of",Male,(ISCED-11): 3. Upper secondary education,Single,2014,505.674
"Korea, Republic of",Male,(ISCED-11): 3. Upper secondary education,Married,2014,1956.83
"Korea, Republic of",Male,(ISCED-11): 3. Upper secondary education,Widowed,2014,30.774
"Korea, Republic of",Male,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2014,150.064
"Korea, Republic of",Male,(ISCED-11): 5. Short-cycle tertiary education,Single,2014,546.894
"Korea, Republic of",Male,(ISCED-11): 5. Short-cycle tertiary education,Married,2014,837.25
"Korea, Republic of",Male,(ISCED-11): 5. Short-cycle tertiary education,Widowed,2014,3.392
"Korea, Republic of",Male,(ISCED-11): 5. Short-cycle tertiary education,Divorced or legally separated,2014,25.717
"Korea, Republic of",Male,(ISCED-11): 6. Bachelor's or equivalent level,Single,2014,894.517
"Korea, Republic of",Male,(ISCED-11): 6. Bachelor's or equivalent level,Married,2014,2382.258
"Korea, Republic of",Male,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2014,10.229
"Korea, Republic of",Male,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2014,50.135
"Korea, Republic of",Male,(ISCED-11): 7. Master's or equivalent level,Single,2014,57.67
"Korea, Republic of",Male,(ISCED-11): 7. Master's or equivalent level,Married,2014,442.34
"Korea, Republic of",Male,(ISCED-11): 7. Master's or equivalent level,Widowed,2014,1.447
"Korea, Republic of",Male,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2014,2.946
"Korea, Republic of",Male,(ISCED-11): 8. Doctoral or equivalent level,Single,2014,5.126
"Korea, Republic of",Male,(ISCED-11): 8. Doctoral or equivalent level,Married,2014,121.997
"Korea, Republic of",Male,(ISCED-11): 8. Doctoral or equivalent level,Widowed,2014,1.307
"Korea, Republic of",Female,(ISCED-11): X. No schooling,Married,2014,16.072
"Korea, Republic of",Female,(ISCED-11): X. No schooling,Widowed,2014,37.291
"Korea, Republic of",Female,(ISCED-11): X. No schooling,Divorced or legally separated,2014,2.038
"Korea, Republic of",Female,(ISCED-11): 1. Primary education,Single,2014,2.017
"Korea, Republic of",Female,(ISCED-11): 1. Primary education,Married,2014,163.489
"Korea, Republic of",Female,(ISCED-11): 1. Primary education,Widowed,2014,91.404
"Korea, Republic of",Female,(ISCED-11): 1. Primary education,Divorced or legally separated,2014,14.696
"Korea, Republic of",Female,(ISCED-11): 2. Lower secondary education,Single,2014,5.306
"Korea, Republic of",Female,(ISCED-11): 2. Lower secondary education,Married,2014,262.956
"Korea, Republic of",Female,(ISCED-11): 2. Lower secondary education,Widowed,2014,54.515
"Korea, Republic of",Female,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2014,37.945
"Korea, Republic of",Female,(ISCED-11): 3. Upper secondary education,Single,2014,238.239
"Korea, Republic of",Female,(ISCED-11): 3. Upper secondary education,Married,2014,1121.145
"Korea, Republic of",Female,(ISCED-11): 3. Upper secondary education,Widowed,2014,59.937
"Korea, Republic of",Female,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2014,113.258
"Korea, Republic of",Female,(ISCED-11): 5. Short-cycle tertiary education,Single,2014,591.622
"Korea, Republic of",Female,(ISCED-11): 5. Short-cycle tertiary education,Married,2014,462.416
"Korea, Republic of",Female,(ISCED-11): 5. Short-cycle tertiary education,Widowed,2014,8.203
"Korea, Republic of",Female,(ISCED-11): 5. Short-cycle tertiary education,Divorced or legally separated,2014,21.575
"Korea, Republic of",Female,(ISCED-11): 6. Bachelor's or equivalent level,Single,2014,755.917
"Korea, Republic of",Female,(ISCED-11): 6. Bachelor's or equivalent level,Married,2014,854.203
"Korea, Republic of",Female,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2014,14.559
"Korea, Republic of",Female,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2014,31.9
"Korea, Republic of",Female,(ISCED-11): 7. Master's or equivalent level,Single,2014,65.11
"Korea, Republic of",Female,(ISCED-11): 7. Master's or equivalent level,Married,2014,153.896
"Korea, Republic of",Female,(ISCED-11): 7. Master's or equivalent level,Widowed,2014,3.645
"Korea, Republic of",Female,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2014,3.947
"Korea, Republic of",Female,(ISCED-11): 8. Doctoral or equivalent level,Single,2014,4.887
"Korea, Republic of",Female,(ISCED-11): 8. Doctoral or equivalent level,Married,2014,19.964
"Korea, Republic of",Female,(ISCED-11): 8. Doctoral or equivalent level,Divorced or legally separated,2014,0.609
"Korea, Republic of",Male,(ISCED-11): X. No schooling,Single,2013,1.795
"Korea, Republic of",Male,(ISCED-11): X. No schooling,Married,2013,9.451
"Korea, Republic of",Male,(ISCED-11): X. No schooling,Widowed,2013,3.096
"Korea, Republic of",Male,(ISCED-11): X. No schooling,Divorced or legally separated,2013,2.759
"Korea, Republic of",Male,(ISCED-11): 1. Primary education,Single,2013,17.959
"Korea, Republic of",Male,(ISCED-11): 1. Primary education,Married,2013,172.752
"Korea, Republic of",Male,(ISCED-11): 1. Primary education,Widowed,2013,12.602
"Korea, Republic of",Male,(ISCED-11): 1. Primary education,Divorced or legally separated,2013,23.437
"Korea, Republic of",Male,(ISCED-11): 2. Lower secondary education,Single,2013,36.771
"Korea, Republic of",Male,(ISCED-11): 2. Lower secondary education,Married,2013,346.359
"Korea, Republic of",Male,(ISCED-11): 2. Lower secondary education,Widowed,2013,8.196
"Korea, Republic of",Male,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2013,45.51
"Korea, Republic of",Male,(ISCED-11): 3. Upper secondary education,Single,2013,488.626
"Korea, Republic of",Male,(ISCED-11): 3. Upper secondary education,Married,2013,1911.287
"Korea, Republic of",Male,(ISCED-11): 3. Upper secondary education,Widowed,2013,25.898
"Korea, Republic of",Male,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2013,128.93
"Korea, Republic of",Male,(ISCED-11): 5. Short-cycle tertiary education,Single,2013,532.273
"Korea, Republic of",Male,(ISCED-11): 5. Short-cycle tertiary education,Married,2013,851.701
"Korea, Republic of",Male,(ISCED-11): 5. Short-cycle tertiary education,Widowed,2013,2.9
"Korea, Republic of",Male,(ISCED-11): 5. Short-cycle tertiary education,Divorced or legally separated,2013,23.9
"Korea, Republic of",Male,(ISCED-11): 6. Bachelor's or equivalent level,Single,2013,838.764
"Korea, Republic of",Male,(ISCED-11): 6. Bachelor's or equivalent level,Married,2013,2305.232
"Korea, Republic of",Male,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2013,8.677
"Korea, Republic of",Male,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2013,41.12
"Korea, Republic of",Male,(ISCED-11): 7. Master's or equivalent level,Single,2013,66.974
"Korea, Republic of",Male,(ISCED-11): 7. Master's or equivalent level,Married,2013,442.823
"Korea, Republic of",Male,(ISCED-11): 7. Master's or equivalent level,Widowed,2013,1.151
"Korea, Republic of",Male,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2013,3.643
"Korea, Republic of",Male,(ISCED-11): 8. Doctoral or equivalent level,Single,2013,4.381
"Korea, Republic of",Male,(ISCED-11): 8. Doctoral or equivalent level,Married,2013,113.786
"Korea, Republic of",Male,(ISCED-11): 8. Doctoral or equivalent level,Widowed,2013,0.648
"Korea, Republic of",Male,(ISCED-11): 8. Doctoral or equivalent level,Divorced or legally separated,2013,0.588
"Korea, Republic of",Female,(ISCED-11): X. No schooling,Single,2013,0.23
"Korea, Republic of",Female,(ISCED-11): X. No schooling,Married,2013,18.122
"Korea, Republic of",Female,(ISCED-11): X. No schooling,Widowed,2013,40.688
"Korea, Republic of",Female,(ISCED-11): X. No schooling,Divorced or legally separated,2013,1.512
"Korea, Republic of",Female,(ISCED-11): 1. Primary education,Single,2013,0.791
"Korea, Republic of",Female,(ISCED-11): 1. Primary education,Married,2013,180.046
"Korea, Republic of",Female,(ISCED-11): 1. Primary education,Widowed,2013,84.745
"Korea, Republic of",Female,(ISCED-11): 1. Primary education,Divorced or legally separated,2013,15.676
"Korea, Republic of",Female,(ISCED-11): 2. Lower secondary education,Single,2013,4.399
"Korea, Republic of",Female,(ISCED-11): 2. Lower secondary education,Married,2013,271.646
"Korea, Republic of",Female,(ISCED-11): 2. Lower secondary education,Widowed,2013,49.212
"Korea, Republic of",Female,(ISCED-11): 2. Lower secondary education,Divorced or legally separated,2013,31.81
"Korea, Republic of",Female,(ISCED-11): 3. Upper secondary education,Single,2013,220.394
"Korea, Republic of",Female,(ISCED-11): 3. Upper secondary education,Married,2013,1069.362
"Korea, Republic of",Female,(ISCED-11): 3. Upper secondary education,Widowed,2013,50.855
"Korea, Republic of",Female,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2013,106.047
"Korea, Republic of",Female,(ISCED-11): 5. Short-cycle tertiary education,Single,2013,584.573
"Korea, Republic of",Female,(ISCED-11): 5. Short-cycle tertiary education,Married,2013,462.256
"Korea, Republic of",Female,(ISCED-11): 5. Short-cycle tertiary education,Widowed,2013,6.513
"Korea, Republic of",Female,(ISCED-11): 5. Short-cycle tertiary education,Divorced or legally separated,2013,22.467
"Korea, Republic of",Female,(ISCED-11): 6. Bachelor's or equivalent level,Single,2013,708.98
"Korea, Republic of",Female,(ISCED-11): 6. Bachelor's or equivalent level,Married,2013,776.589
"Korea, Republic of",Female,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2013,13.308
"Korea, Republic of",Female,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2013,22.962
"Korea, Republic of",Female,(ISCED-11): 7. Master's or equivalent level,Single,2013,57.264
"Korea, Republic of",Female,(ISCED-11): 7. Master's or equivalent level,Married,2013,146.866
"Korea, Republic of",Female,(ISCED-11): 7. Master's or equivalent level,Widowed,2013,4.01
"Korea, Republic of",Female,(ISCED-11): 7. Master's or equivalent level,Divorced or legally separated,2013,5.291
"Korea, Republic of",Female,(ISCED-11): 8. Doctoral or equivalent level,Single,2013,2.05
"Korea, Republic of",Female,(ISCED-11): 8. Doctoral or equivalent level,Married,2013,20.394
"Korea, Republic of",Female,(ISCED-11): 8. Doctoral or equivalent level,Divorced or legally separated,2013,1.845
Kosovo,Male,(ISCED-11): X. No schooling,Married,2021,0.272
Kosovo,Male,(ISCED-11): 1. Primary education,Single,2021,0.403
Kosovo,Male,(ISCED-11): 1. Primary education,Married,2021,1.743
Kosovo,Male,(ISCED-11): 2. Lower secondary education,Single,2021,4.016
Kosovo,Male,(ISCED-11): 2. Lower secondary education,Married,2021,17.789
Kosovo,Male,(ISCED-11): 2. Lower secondary education,Widowed,2021,0.126
Kosovo,Male,(ISCED-11): 3. Upper secondary education,Single,2021,39.266
Kosovo,Male,(ISCED-11): 3. Upper secondary education,Married,2021,84.477
Kosovo,Male,(ISCED-11): 3. Upper secondary education,Widowed,2021,0.919
Kosovo,Male,(ISCED-11): 6. Bachelor's or equivalent level,Single,2021,13.266
Kosovo,Male,(ISCED-11): 6. Bachelor's or equivalent level,Married,2021,35.888
Kosovo,Male,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2021,0.145
Kosovo,Male,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2021,0.471
Kosovo,Male,(ISCED-11): 7. Master's or equivalent level,Single,2021,2.284
Kosovo,Male,(ISCED-11): 7. Master's or equivalent level,Married,2021,6.939
Kosovo,Male,(ISCED-11): 8. Doctoral or equivalent level,Single,2021,0.103
Kosovo,Male,(ISCED-11): 8. Doctoral or equivalent level,Married,2021,2.228
Kosovo,Female,(ISCED-11): X. No schooling,Married,2021,0.069
Kosovo,Female,(ISCED-11): 1. Primary education,Married,2021,0.626
Kosovo,Female,(ISCED-11): 2. Lower secondary education,Single,2021,0.627
Kosovo,Female,(ISCED-11): 2. Lower secondary education,Married,2021,4.781
Kosovo,Female,(ISCED-11): 2. Lower secondary education,Widowed,2021,0.352
Kosovo,Female,(ISCED-11): 3. Upper secondary education,Single,2021,12.833
Kosovo,Female,(ISCED-11): 3. Upper secondary education,Married,2021,19.255
Kosovo,Female,(ISCED-11): 3. Upper secondary education,Widowed,2021,1.764
Kosovo,Female,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2021,0.208
Kosovo,Female,(ISCED-11): 6. Bachelor's or equivalent level,Single,2021,14.426
Kosovo,Female,(ISCED-11): 6. Bachelor's or equivalent level,Married,2021,24.767
Kosovo,Female,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2021,0.84
Kosovo,Female,(ISCED-11): 6. Bachelor's or equivalent level,Divorced or legally separated,2021,0.303
Kosovo,Female,(ISCED-11): 7. Master's or equivalent level,Single,2021,3.678
Kosovo,Female,(ISCED-11): 7. Master's or equivalent level,Married,2021,5.261
Kosovo,Female,(ISCED-11): 8. Doctoral or equivalent level,Married,2021,0.258
Kosovo,Male,(ISCED-11): X. No schooling,Married,2020,0.139
Kosovo,Male,(ISCED-11): 1. Primary education,Single,2020,0.2
Kosovo,Male,(ISCED-11): 1. Primary education,Married,2020,1.473
Kosovo,Male,(ISCED-11): 2. Lower secondary education,Single,2020,3.758
Kosovo,Male,(ISCED-11): 2. Lower secondary education,Married,2020,17.177
Kosovo,Male,(ISCED-11): 2. Lower secondary education,Widowed,2020,0.117
Kosovo,Male,(ISCED-11): 3. Upper secondary education,Single,2020,32.931
Kosovo,Male,(ISCED-11): 3. Upper secondary education,Married,2020,76.879
Kosovo,Male,(ISCED-11): 3. Upper secondary education,Widowed,2020,0.639
Kosovo,Male,(ISCED-11): 6. Bachelor's or equivalent level,Single,2020,10.764
Kosovo,Male,(ISCED-11): 6. Bachelor's or equivalent level,Married,2020,30.3
Kosovo,Male,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2020,0.148
Kosovo,Male,(ISCED-11): 7. Master's or equivalent level,Single,2020,1.963
Kosovo,Male,(ISCED-11): 7. Master's or equivalent level,Married,2020,5.03
Kosovo,Male,(ISCED-11): 8. Doctoral or equivalent level,Single,2020,0.164
Kosovo,Male,(ISCED-11): 8. Doctoral or equivalent level,Married,2020,0.88
Kosovo,Female,(ISCED-11): X. No schooling,Married,2020,0.23
Kosovo,Female,(ISCED-11): 1. Primary education,Married,2020,0.412
Kosovo,Female,(ISCED-11): 2. Lower secondary education,Single,2020,0.633
Kosovo,Female,(ISCED-11): 2. Lower secondary education,Married,2020,4.19
Kosovo,Female,(ISCED-11): 2. Lower secondary education,Widowed,2020,0.435
Kosovo,Female,(ISCED-11): 3. Upper secondary education,Single,2020,11.041
Kosovo,Female,(ISCED-11): 3. Upper secondary education,Married,2020,17.736
Kosovo,Female,(ISCED-11): 3. Upper secondary education,Widowed,2020,1.519
Kosovo,Female,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2020,0.162
Kosovo,Female,(ISCED-11): 6. Bachelor's or equivalent level,Single,2020,10.624
Kosovo,Female,(ISCED-11): 6. Bachelor's or equivalent level,Married,2020,19.887
Kosovo,Female,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2020,0.846
Kosovo,Female,(ISCED-11): 7. Master's or equivalent level,Single,2020,1.836
Kosovo,Female,(ISCED-11): 7. Master's or equivalent level,Married,2020,3.476
Kosovo,Female,(ISCED-11): 8. Doctoral or equivalent level,Single,2020,0.201
Kosovo,Female,(ISCED-11): 8. Doctoral or equivalent level,Married,2020,0.298
Kosovo,Male,(ISCED-11): 1. Primary education,Single,2019,0.21
Kosovo,Male,(ISCED-11): 1. Primary education,Married,2019,0.894
Kosovo,Male,(ISCED-11): 2. Lower secondary education,Single,2019,4.332
Kosovo,Male,(ISCED-11): 2. Lower secondary education,Married,2019,19.988
Kosovo,Male,(ISCED-11): 2. Lower secondary education,Widowed,2019,0.128
Kosovo,Male,(ISCED-11): 3. Upper secondary education,Single,2019,34.63
Kosovo,Male,(ISCED-11): 3. Upper secondary education,Married,2019,88.257
Kosovo,Male,(ISCED-11): 3. Upper secondary education,Widowed,2019,0.636
Kosovo,Male,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2019,0.173
Kosovo,Male,(ISCED-11): 6. Bachelor's or equivalent level,Single,2019,10.554
Kosovo,Male,(ISCED-11): 6. Bachelor's or equivalent level,Married,2019,30.671
Kosovo,Male,(ISCED-11): 7. Master's or equivalent level,Single,2019,1.454
Kosovo,Male,(ISCED-11): 7. Master's or equivalent level,Married,2019,4.392
Kosovo,Male,(ISCED-11): 8. Doctoral or equivalent level,Single,2019,0.168
Kosovo,Male,(ISCED-11): 8. Doctoral or equivalent level,Married,2019,0.762
Kosovo,Female,(ISCED-11): X. No schooling,Married,2019,0.298
Kosovo,Female,(ISCED-11): 1. Primary education,Married,2019,0.274
Kosovo,Female,(ISCED-11): 2. Lower secondary education,Single,2019,0.694
Kosovo,Female,(ISCED-11): 2. Lower secondary education,Married,2019,3.48
Kosovo,Female,(ISCED-11): 2. Lower secondary education,Widowed,2019,0.495
Kosovo,Female,(ISCED-11): 3. Upper secondary education,Single,2019,10.714
Kosovo,Female,(ISCED-11): 3. Upper secondary education,Married,2019,16.787
Kosovo,Female,(ISCED-11): 3. Upper secondary education,Widowed,2019,1.492
Kosovo,Female,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2019,0.168
Kosovo,Female,(ISCED-11): 6. Bachelor's or equivalent level,Single,2019,10.019
Kosovo,Female,(ISCED-11): 6. Bachelor's or equivalent level,Married,2019,18.726
Kosovo,Female,(ISCED-11): 6. Bachelor's or equivalent level,Widowed,2019,0.868
Kosovo,Female,(ISCED-11): 7. Master's or equivalent level,Single,2019,1.706
Kosovo,Female,(ISCED-11): 7. Master's or equivalent level,Married,2019,2.867
Kosovo,Female,(ISCED-11): 8. Doctoral or equivalent level,Single,2019,0.269
Kosovo,Female,(ISCED-11): 8. Doctoral or equivalent level,Married,2019,0.214
Kosovo,Male,(ISCED-11): 1. Primary education,Single,2018,0.236
Kosovo,Male,(ISCED-11): 1. Primary education,Married,2018,0.141
Kosovo,Male,(ISCED-11): 2. Lower secondary education,Single,2018,3.455
Kosovo,Male,(ISCED-11): 2. Lower secondary education,Married,2018,15.966
Kosovo,Male,(ISCED-11): 3. Upper secondary education,Single,2018,31.955
Kosovo,Male,(ISCED-11): 3. Upper secondary education,Married,2018,89.518
Kosovo,Male,(ISCED-11): 3. Upper secondary education,Widowed,2018,0.135
Kosovo,Male,(ISCED-11): 3. Upper secondary education,Divorced or legally separated,2018,0.121
Kosovo,Male,(ISCED-11): 6. Bachelor's or equivalent level,Single,2018,8.526
