"ref_area.label","indicator.label","source.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Cambodia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HIES - Household Socio-Economic Survey","2014",24.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cambodia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HIES - Household Socio-Economic Survey","2013",28.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HIES - Household Income and Expenditure Survey","2019",40.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","PC - Population Census","2020",43.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","PC - Population Census","2015",37.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Korea, Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Economically Active Population Survey","2022",14.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Korea, Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Economically Active Population Survey","2021",16.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Korea, Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Economically Active Population Survey","2020",15.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Korea, Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Economically Active Population Survey","2019",15.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Korea, Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Economically Active Population Survey","2018",14.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Korea, Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Economically Active Population Survey","2017",12.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Korea, Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Economically Active Population Survey","2016",9.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Korea, Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Economically Active Population Survey","2015",10.5,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Korea, Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Economically Active Population Survey","2014",11.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Korea, Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Economically Active Population Survey","2013",11.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2021",22.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",17.5,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",16.2,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",18.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",15.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2016",13.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2015",12.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",14.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kosovo","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2013",16.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kuwait","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Sample Survey","2016",13.6,,,,"Data reference period: Fourth quarter | Population coverage: Excluding armed forces and/or conscripts"
"Kuwait","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Sample Survey","2015",14,,,,"Data reference period: Fourth quarter | Population coverage: Excluding armed forces and/or conscripts"
"Lao People's Democratic Republic","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",59,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",21.2,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",52.5,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2022",47.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2021",53.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",59.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",57.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",43.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",53.3,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",27,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",27.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",26,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",27.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2016",28.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2015",25.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",24.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2013",29.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",33.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lithuania","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2022",38.6,,,,"Repository: Eurostat special tabulation"
"Lithuania","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2021",37,"Break in series",,"Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Lithuania","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2020",37.9,,,,"Repository: Eurostat special tabulation"
"Lithuania","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2019",39.2,,,,"Repository: Eurostat special tabulation"
"Lithuania","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2018",39.2,,,,"Repository: Eurostat special tabulation"
"Lithuania","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2017",39.3,,,,"Repository: Eurostat special tabulation"
"Lithuania","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2016",39.4,,,,"Repository: Eurostat special tabulation"
"Lithuania","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2015",39.6,,,,"Repository: Eurostat special tabulation"
"Lithuania","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2014",38.6,,,,"Repository: Eurostat special tabulation"
"Lithuania","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2013",39.6,,,,"Repository: Eurostat special tabulation"
"Luxembourg","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2022",25.5,,,,"Repository: Eurostat special tabulation"
"Luxembourg","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2021",21.9,"Break in series",,"Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Luxembourg","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2020",26.3,,,,"Repository: Eurostat special tabulation"
"Luxembourg","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2019",25.8,,,,"Repository: Eurostat special tabulation"
"Luxembourg","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2018",24.5,,,,"Repository: Eurostat special tabulation"
"Luxembourg","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2017",18.8,,,,"Repository: Eurostat special tabulation"
"Luxembourg","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2016",17.7,,,,"Repository: Eurostat special tabulation"
"Luxembourg","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2015",18.2,"Break in series",,"Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Luxembourg","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2014",22.5,,,,"Repository: Eurostat special tabulation"
"Luxembourg","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2013",14.9,"Unreliable",,,"Repository: Eurostat special tabulation"
"Latvia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2022",45,,,,"Repository: Eurostat special tabulation"
"Latvia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2021",45.9,"Break in series",,"Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Latvia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2020",46.9,,,,"Repository: Eurostat special tabulation"
"Latvia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2019",45.8,,,,"Repository: Eurostat special tabulation"
"Latvia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2018",44.9,,,,"Repository: Eurostat special tabulation"
"Latvia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2017",46.3,,,,"Repository: Eurostat special tabulation"
"Latvia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2016",47.2,,,,"Repository: Eurostat special tabulation"
"Latvia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2015",44.3,,,,"Repository: Eurostat special tabulation"
"Latvia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2014",44.1,,,,"Repository: Eurostat special tabulation"
"Latvia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2013",43.8,,,,"Repository: Eurostat special tabulation"
"Morocco","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Employment Survey","2022",12.4,,,,"Employment definition: Excluding own-use production workers"
"Morocco","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Employment Survey","2021",15.2,,,,"Employment definition: Excluding own-use production workers"
"Moldova, Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2022",44.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Moldova, Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2021",44.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Moldova, Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",42.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Moldova, Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",45.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Moldova, Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",40.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Moldova, Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",41.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Moldova, Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2016",46.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Moldova, Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2015",48.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Moldova, Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",42.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Moldova, Republic of","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2013",39.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Madagascar","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Survey on Employment and the Informal Sector","2015",31.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Maldives","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HIES - Household Income and Expenditure Survey","2019",18.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Maldives","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HIES - Household Income and Expenditure Survey","2016",19.6,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Maldives","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","PC - Population Census","2014",18.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Occupation and Employment Survey","2022",39.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Occupation and Employment Survey","2021",38.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Occupation and Employment Survey","2020",38.5,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Mexico","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Occupation and Employment Survey","2019",36.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Occupation and Employment Survey","2018",36.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Occupation and Employment Survey","2017",36.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Occupation and Employment Survey","2016",36.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Occupation and Employment Survey","2015",36.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Occupation and Employment Survey","2014",35.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mexico","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Occupation and Employment Survey","2013",35.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HIES - Household Income and Expenditure Survey","2019",33.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","PC - Population Census","2021",33.3,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2022",28.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2021",21.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",20.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",26.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",26.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",24,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2016",25.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2015",24,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",29,,,,"Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2013",27.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continous Household Employment Survey","2020",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continous Household Employment Survey","2018",17.4,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continous Household Employment Survey","2017",14.8,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continous Household Employment Survey","2016",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continous Household Employment Survey","2015",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Mali","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continous Household Employment Survey","2013",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Malta","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2022",33.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Malta","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2021",28.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Malta","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",28.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Malta","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",29.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Malta","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",28.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Malta","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",28.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Malta","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2016",27.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Malta","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2015",26.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Malta","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",26.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Malta","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2013",28.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Myanmar","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",27.8,,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: First semester"
"Myanmar","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",35.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Myanmar","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",32.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Myanmar","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",35.5,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Myanmar","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2015",28.4,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Montenegro","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2021",36.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Montenegro","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",32.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Montenegro","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",35.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Montenegro","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",28.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Montenegro","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",22.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Montenegro","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2016",29.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Montenegro","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2015",22.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Montenegro","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",26.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Montenegro","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2013",25.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mongolia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2022",41.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mongolia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2021",44.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mongolia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",48.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mongolia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",42.6,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Mongolia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",38.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mongolia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",42.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mongolia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2016",40.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mongolia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2015",40.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mongolia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",38,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mongolia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2013",41.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mozambique","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HIES - Household Budget Survey","2015",24.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Montserrat","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",50.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Mauritius","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continuous Multi-Purpose Household Survey","2022",27.9,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Mauritius","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continuous Multi-Purpose Household Survey","2021",39,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Mauritius","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continuous Multi-Purpose Household Survey","2019",30.2,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Mauritius","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continuous Multi-Purpose Household Survey","2018",32.1,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Mauritius","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continuous Multi-Purpose Household Survey","2017",30.1,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Mauritius","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continuous Multi-Purpose Household Survey","2016",30.6,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
